company_name,uid,sitz,kanton
A. Mall AG,CHE-107.735.333,Basel,BS
AM AmBau Immobilien AG,CHE-107.941.186,Laufen,BL
AMANN.ch AG,CHE-107.785.816,Basel,BS
Amann Informatik AG,CHE-106.359.523,Reinach (BL),BL
Amarto AG,CHE-461.955.723,Basel,BS
A. Marty Invest AG,CHE-237.811.755,Basel,BS
Amatin AG,CHE-219.932.326,Basel,BS
Amazônia Ventures AG,CHE-388.861.787,Basel,BS
AMB - Arztpraxis MagenDarm Basel AG,CHE-103.520.986,Basel,BS
AMBIMED Basel AG,CHE-113.064.607,Basel,BS
Am Bluemerain Basel AG,CHE-102.313.752,Basel,BS
AMC Capital AG,CHE-445.143.299,Basel,BS
Ameisenkönig AG in Liq.,CHE-446.963.371,Basel,BS
Amelia Real Estate AG,CHE-339.462.206,Liestal,BL
AMELICOR Engineering AG,CHE-144.659.038,Basel,BS
Ameropa AG,CHE-101.223.224,Binningen,BL
Ameropa DG Holding AG,CHE-231.098.912,Binningen,BL
Ameropa Holding AG,CHE-102.299.448,Binningen,BL
Ameropa International Trade AG,CHE-144.047.728,Binningen,BL
Ameropa Trade Holding AG,CHE-134.338.035,Binningen,BL
A. Meyer AG,CHE-106.610.427,Reinach (BL),BL
AMFOMED AG,CHE-100.594.511,Hölstein,BL
AMGW AG,CHE-389.985.185,Ormalingen,BL
Am Hof 37 AG,CHE-384.703.362,Muttenz,BL
AMI-GIRARD AG,CHE-114.092.374,Allschwil,BL
Amirage AG,CHE-106.049.442,Arlesheim,BL
Ami Wieland AG,CHE-114.896.674,Basel,BS
Am Kanal Immobilien AG,CHE-381.959.818,Zwingen,BL
AML Automarkt Liestal AG,CHE-107.999.381,Liestal,BL
AMMANN VERMÖGENSVERWALTUNG AG,CHE-108.555.845,Pratteln,BL
AMP AG,CHE-246.880.583,Reinach (BL),BL
Amphilix AG,CHE-475.410.097,Bettingen,BS
Amporin Pharmaceuticals AG,CHE-337.200.500,Basel,BS
Amport Metallbau AG,CHE-107.785.070,Bubendorf,BL
AMRP Handels AG,CHE-107.878.139,Basel,BS
AMS Ameropa Marketing and Sales AG,CHE-378.724.433,Binningen,BL
AMS Arbeitsmarkt-Services AG,CHE-183.882.924,Pratteln,BL
Amstein + Walthert Basel AG,CHE-108.436.726,Basel,BS
AMW INVEST AG,CHE-322.496.160,Bettingen,BS
Amyra Biotech AG,CHE-321.956.288,Basel,BS
Anaveon AG,CHE-232.476.299,Basel,BS
Ancient India Group AG,CHE-438.070.910,Basel,BS
AND Biotech AG,CHE-229.725.094,Basel,BS
Andlau Park AG,CHE-115.760.830,Aesch (BL),BL
Ando Group AG,CHE-408.279.003,Basel,BS
Andreabal AG,CHE-101.459.637,Allschwil,BL
Andreani AG,CHE-423.579.889,Reinach (BL),BL
Andreas Kopp AG,CHE-106.505.925,Ettingen,BL
Andreoli Treuhand AG,CHE-106.611.987,Reinach (BL),BL
"Andres & Andres AG, Architekten ETH/SIA",CHE-107.779.879,Ettingen,BL
André Schreiber AG in Liquidation,CHE-106.083.433,Liestal,BL
André Vögtlin & Partner AG,CHE-102.180.215,Basel,BS
Andrighetto Bautechnik AG in Liquidation,CHE-108.024.565,Basel,BS
Andrist Elektro AG,CHE-108.515.656,Böckten,BL
Andro AG,CHE-112.120.999,Basel,BS
Anfos Immobilien AG,CHE-102.721.855,Basel,BS
Angeloris AG,CHE-471.123.322,Basel,BS
Angenstein ESTECH AG,CHE-105.972.069,Aesch (BL),BL
AN.GI Holding AG,CHE-186.491.974,Basel,BS
Anima Engineering AG,CHE-253.794.457,Basel,BS
AniMap AG,CHE-114.132.269,Basel,BS
Animus Treuhand AG,CHE-358.893.676,Basel,BS
ANIVERSIS AG in Liquidation,CHE-205.009.699,Birsfelden,BL
Anjarium Biosciences AG,CHE-451.654.651,Basel,BS
An kana Te AG in Liquidation,CHE-189.496.620,Ziefen,BL
ANKEBA Holding AG,CHE-115.530.603,Muttenz,BL
Anker AG,CHE-276.350.172,Basel,BS
Anklin AG,CHE-110.547.565,Reinach (BL),BL
Anklin Gärten AG,CHE-136.803.304,Duggingen,BL
Anklin Holding 2 AG,CHE-477.263.909,Reinach (BL),BL
Anklin Holding AG,CHE-105.932.414,Reinach (BL),BL
A.N.K. Tours AG,CHE-110.056.178,Liestal,BL
AnneMoMa AG,CHE-113.995.196,Basel,BS
Anorec Finanz AG,CHE-261.001.478,Basel,BS
ANOUK SA,CHE-111.708.546,Basel,BS
anowo AG,CHE-112.220.419,Basel,BS
Ansea AG,CHE-489.048.476,Riehen,BS
Antaeus Holidays AG,CHE-218.557.792,Basel,BS
ANTAG Recycling AG,CHE-113.462.936,Zwingen,BL
Antero Holding AG,CHE-144.280.437,Basel,BS
Antero Immobilien AG,CHE-102.686.615,Basel,BS
Antero Invest AG,CHE-103.958.940,Basel,BS
Anthropocence Holding AG in Liquidation,CHE-114.307.729,Basel,BS
Antikmarkt Basel AG,CHE-104.331.991,Basel,BS
Antiquariat Gerber AG,CHE-107.734.523,Basel,BS
Anton Saxer AG Abfall-Translogistik,CHE-114.608.378,Pratteln,BL
Anton von Blarerweg AG in Liquidation,CHE-468.955.380,Aesch (BL),BL
Anton Zurfluh AG,CHE-105.823.601,Ramlinsburg,BL
Antrans AG,CHE-103.405.405,Sissach,BL
Anupam Europe AG,CHE-294.629.985,Basel,BS
ANVAN INVEST AG,CHE-493.919.803,Therwil,BL
Anvitec AG,CHE-402.756.542,Laufen,BL
ANW Abbundcenter Nordwestschweiz AG,CHE-113.164.002,Gelterkinden,BL
AnyKey IT AG Nordwestschweiz,CHE-302.545.967,Füllinsdorf,BL
A. Obergsell AG,CHE-107.790.131,Basel,BS
A & O Holding AG,CHE-310.998.489,Basel,BS
A & O Logistik AG,CHE-105.124.905,Basel,BS
APACO AG,CHE-102.213.398,Duggingen,BL
AP Architecture + Art AG,CHE-334.379.199,Basel,BS
Apartements Schützenmatt AG,CHE-107.378.173,Basel,BS
Apartments Now AG in Liquidation,CHE-198.236.609,Basel,BS
AP Audit Partner AG,CHE-102.094.478,Reinach (BL),BL
APCOA Switzerland AG,CHE-112.274.415,Basel,BS
apdental ag,CHE-175.453.946,Basel,BS
Apeko AG,CHE-102.734.220,Allschwil,BL
Apes on the block AG,CHE-212.873.071,Liestal,BL
A. Pfirter Bodenbeläge AG,CHE-114.933.909,Pratteln,BL
APHESTEC AG Advanced Pharmaceutical Electronic and Simulation Technologies,CHE-357.343.580,Allschwil,BL
API Additives for Paper Industry Schweiz AG,CHE-168.952.084,Muttenz,BL
AP Immo AG,CHE-326.289.424,Itingen,BL
ApiniLabs AG,CHE-181.789.834,Basel,BS
ApisPharma AG,CHE-110.163.986,Laufen,BL
APJ Immobilien AG,CHE-219.336.851,Basel,BS
APL Consulting AG,CHE-108.757.627,Basel,BS
Apollina AG,CHE-110.027.107,Basel,BS
Apollo River Management AG in Liquidation,CHE-163.766.769,Basel,BS
Apotheke Badischer Bahnhof AG,CHE-114.650.618,Basel,BS
APOTHEKE CAMPUS AG,CHE-266.191.305,Basel,BS
Apotheke Gelterkinden Handschin AG,CHE-112.177.433,Gelterkinden,BL
Apotheke Parfümerie Dürrenberger AG,CHE-105.824.227,Reinach (BL),BL
Apotheke Parfümerie Liechti AG,CHE-109.868.057,Reinach (BL),BL
Apotheke zur Waage AG,CHE-102.630.767,Basel,BS
Apparatus Holding AG,CHE-466.266.826,Pratteln,BL
Applied Chemicals International AG,CHE-100.166.523,Basel,BS
Applied Chemicals International Group AG,CHE-368.787.596,Basel,BS
Applisan AG,CHE-206.233.012,Basel,BS
APR Allpipes Rohrsysteme (Schweiz) AG,CHE-112.449.904,Niederdorf,BL
Aprikus AG,CHE-109.865.691,Reinach (BL),BL
Aptevo AG,CHE-228.371.303,Pratteln,BL
AQIPTECH AG,CHE-412.057.032,Aesch (BL),BL
aquabasilea AG,CHE-115.712.618,Pratteln,BL
Aquaform AG,CHE-107.511.325,Biel-Benken,BL
AQUA GONTIER AG,CHE-494.367.668,Oberwil (BL),BL
Aqualon AG,CHE-349.961.333,Liestal,BL
Aquametro Oil & Marine AG,CHE-176.501.022,Therwil,BL
Aquanta AG,CHE-241.843.356,Liestal,BL
AQUAPLUS Drinks AG,CHE-486.456.117,Allschwil,BL
Aquarius AG,CHE-100.735.556,Basel,BS
Aquasant Messtechnik AG,CHE-108.026.914,Bubendorf,BL
Aquatec Kanalsanierungen AG,CHE-114.418.317,Füllinsdorf,BL
Aquila Associates Investments AG,CHE-444.529.584,Basel,BS
Aquila Basilea Wealth Management AG,CHE-325.753.904,Basel,BS
Aquila & Partners AG,CHE-105.291.383,Basel,BS
Aquilus Gruppe Holding AG in Liquidation,CHE-109.327.324,Basel,BS
ARA - Aktiengesellschaft für Rationalisierung und Automation,CHE-108.814.107,Basel,BS
Araks-Ellis AG,CHE-103.072.539,Basel,BS
Arana AG,CHE-101.586.419,Basel,BS
aran ag,CHE-108.685.034,Lausen,BL
aran engineering ag,CHE-292.846.135,Lausen,BL
Aranthes SA,CHE-101.192.753,Birsfelden,BL
ARA Rhein AG,CHE-109.340.891,Pratteln,BL
ARBALETE Holding AG,CHE-166.254.000,Basel,BS
Arban AG,CHE-103.427.482,Muttenz,BL
ARBAN GROUP AG,CHE-388.375.104,Liestal,BL
Arbogast Isolierungen AG in Liquidation,CHE-105.805.000,Bettingen,BS
Arbos Gartenbau AG,CHE-257.449.982,Hölstein,BL
Arbos Immobilien AG,CHE-106.443.307,Hölstein,BL
Arcadia Bildungscampus AG,CHE-323.604.920,Basel,BS
Arcalad Consulting AG,CHE-288.533.377,Arlesheim,BL
Arc d'Es Pins Swiss Holding AG,CHE-333.748.130,Basel,BS
ARCH 4 AG,CHE-100.984.119,Basel,BS
Archimetera Projekt AG,CHE-323.956.017,Basel,BS
archipark AG,CHE-110.508.720,Hölstein,BL
Architeam 4 AG,CHE-107.940.554,Basel,BS
ArchiTeam Design AG,CHE-103.879.016,Liestal,BL
Architekt Rolf Stalder AG,CHE-291.771.345,Münchenstein,BL
Architekturbüro Mentil & Partner AG,CHE-115.371.977,Liestal,BL
Architekturbüro Stebler AG in Liq.,CHE-107.942.369,Basel,BS
architektur nussbaumer AG,CHE-454.446.853,Grellingen,BL
ARCHPRO AG,CHE-115.205.238,Basel,BS
Archytas AG,CHE-112.961.734,Bubendorf,BL
Arcondis AG,CHE-102.096.342,Allschwil,BL
Arcondis Holding AG,CHE-456.856.179,Allschwil,BL
Arc-Planung AG,CHE-206.676.740,Grellingen,BL
ARC Unternehmerberatung AG in Liquidation,CHE-108.524.218,Basel,BS
Ardena Investments AG,CHE-341.176.460,Basel,BS
Ardiba AG,CHE-106.558.270,Zunzgen,BL
Areal1 AG,CHE-219.783.581,Waldenburg,BL
AREION Management AG,CHE-335.422.691,Ettingen,BL
Arena Cinemas Basel AG,CHE-170.576.659,Basel,BS
Arena für Gesundheit AG,CHE-116.371.715,Birsfelden,BL
Arena Holding AG,CHE-102.744.075,Pratteln,BL
Arend & Partner AG,CHE-375.863.073,Muttenz,BL
ARETAS AG,CHE-115.895.565,Basel,BS
Aretas Tax Management AG,CHE-163.911.362,Basel,BS
aretipro AG,CHE-247.977.280,Arlesheim,BL
ARF Holding AG,CHE-473.286.024,Basel,BS
ARGENIO AG,CHE-220.234.708,Ettingen,BL
Argentarius Holding Ltd.,CHE-445.080.925,Basel,BS
Argiletum AG,CHE-102.508.066,Basel,BS
ARGO Energy AG,CHE-460.159.770,Basel,BS
ARGOS Audit & Tax AG,CHE-111.997.132,Pratteln,BL
Argotech AG,CHE-108.407.854,Ormalingen,BL
Ari AG in Liquidation,CHE-103.552.897,Basel,BS
ARIATHERM AG,CHE-105.150.498,Muttenz,BL
Ariceum International AG,CHE-379.512.164,Basel,BS
"A. Riegger, Arzt- und Spitalbedarf AG",CHE-100.966.386,Basel,BS
ARI Immo AG,CHE-220.317.228,Sissach,BL
ariina circular ag,CHE-242.723.364,Basel,BS
AR Immobilien AG,CHE-100.970.324,Aesch (BL),BL
Arios Group AG in Liquidation,CHE-407.917.137,Basel,BS
ARISDO AG,CHE-107.417.726,Basel,BS
Arix AG,CHE-104.831.331,Allschwil,BL
Arizona Pool AG,CHE-458.701.843,Laufen,BL
Arkstone AG,CHE-281.387.666,Basel,BS
Arlesia A.G. in Liquidation,CHE-102.754.783,Basel,BS
Arluba-Holding AG in Liq.,CHE-101.465.017,Riehen,BS
Armacom AG,CHE-108.549.891,Pratteln,BL
Armendis AG,CHE-408.594.700,Allschwil,BL
Arnet + Co. AG Basel,CHE-112.340.354,Basel,BS
Arnosti + Partner AG,CHE-108.267.412,Seltisberg,BL
Around Capital AG,CHE-268.664.243,Basel,BS
Around Health AG,CHE-169.816.667,Basel,BS
ARPIG AG,CHE-102.825.041,Basel,BS
Arsar AG,CHE-114.669.457,Basel,BS
ARS Architektur AG,CHE-107.477.384,Münchenstein,BL
ARS Bauträger AG,CHE-220.184.039,Münchenstein,BL
ARS Bauwerke AG,CHE-239.817.102,Münchenstein,BL
ars musica AG HiFi/TV,CHE-110.623.315,Arlesheim,BL
Arsur Treuhand AG,CHE-100.432.825,Basel,BS
Artava AG,CHE-278.751.530,Arlesheim,BL
artax Fide Consult AG,CHE-100.409.447,Basel,BS
ARTBANX AG,CHE-392.458.905,Pratteln,BL
artbest holding ag,CHE-498.184.138,Bubendorf,BL
arteaz Holding AG,CHE-377.462.696,Basel,BS
artebis ag,CHE-102.154.531,Basel,BS
Artemia AG,CHE-103.042.082,Arlesheim,BL
Artevetro Architekten AG,CHE-106.539.002,Liestal,BL
ARTEVIS Real Estate Investment AG in Liquidation,CHE-476.009.722,Frenkendorf,BL
Arte Viva AG,CHE-106.312.645,Basel,BS
Art Göttel AG,CHE-448.357.075,Binningen,BL
Arthos Immobilien AG,CHE-433.168.890,Lupsingen,BL
Arthouse Basel AG,CHE-173.184.824,Basel,BS
ARTHRO Medics AG,CHE-184.824.421,Basel,BS
ARTIA Fine Arts and Gallery AG,CHE-319.579.466,Muttenz,BL
ARTIDIS AG,CHE-318.161.147,Basel,BS
Artilux-Herzig AG,CHE-101.307.795,Liestal,BL
Artimus Company AG,CHE-231.299.592,Basel,BS
Art in Space AG in Liquidation,CHE-102.385.585,Basel,BS
ARTISET-WEBWAYS AG,CHE-285.694.682,Basel,BS
Art-Keramik AG,CHE-101.644.666,Basel,BS
ART Konzepte AG,CHE-306.797.539,Basel,BS
"Art, Kunstmesse AG, in Basel",CHE-102.732.327,Basel,BS
Artlima AG,CHE-415.138.371,Basel,BS
Artlux Holding AG in Liquidation,CHE-114.604.736,Sissach,BL
ARTO AG in Liquidation,CHE-487.797.265,Basel,BS
Artopac AG,CHE-112.691.799,Pfeffingen,BL
Art Print HTB AG,CHE-103.684.139,Münchenstein,BL
Arts & Sciences AG,CHE-101.089.799,Basel,BS
Arts & Sciences Beteiligungen AG,CHE-113.340.486,Basel,BS
Artus AG,CHE-112.205.940,Basel,BS
ARTUS Unicon AG,CHE-107.661.255,Reinach (BL),BL
Artverbia AG,CHE-345.035.278,Basel,BS
ARTWAT S.A.,CHE-467.550.690,Basel,BS
Art X on Glass AG,CHE-214.710.557,Aesch (BL),BL
Aruba AG,CHE-102.732.439,Riehen,BS
A. Rutschmann AG,CHE-107.259.769,Sissach,BL
ARVIC AG in Liq.,CHE-164.946.682,Basel,BS
ARVIVO AG,CHE-363.318.343,Liestal,BL
Arwico AG,CHE-107.941.140,Ettingen,BL
Arxada Services AG,CHE-198.716.507,Basel,BS
Ärztehuus-Ettingen AG,CHE-454.643.508,Ettingen,BL
Ärztenetz Nordwest AG,CHE-112.994.165,Basel,BS
Ärztezentren Region Basel AG,CHE-134.866.541,Muttenz,BL
Ärztezentrum Aesch AG in Liquidation,CHE-158.648.408,Aesch (BL),BL
Ärztezentrum Binningen AG,CHE-267.489.612,Binningen,BL
Ärztezentrum Liestal AG,CHE-411.291.128,Liestal,BL
Ärztezentrum Pratteln AG,CHE-177.308.410,Pratteln,BL
Arztpraxis Obere Mühle AG,CHE-384.054.807,Gelterkinden,BL
Arztpraxis Obesunne AG,CHE-357.521.060,Arlesheim,BL
Asag Auto-Service AG,CHE-105.824.776,Basel,BS
ASAM & Partners AG,CHE-471.906.695,Basel,BS
ASBUS Real Estate AG,CHE-103.953.138,Basel,BS
Ascensia Diabetes Care Holdings AG,CHE-427.105.881,Basel,BS
Ascensia Diabetes Care Switzerland AG,CHE-313.878.255,Basel,BS
Ascent Digital Services CH AG,CHE-114.121.633,Basel,BS
Aschco Finanz AG,CHE-103.076.833,Allschwil,BL
Ascon AG,CHE-106.660.738,Basel,BS
Asconastrasse AG,CHE-460.239.647,Basel,BS
Ascuro AG,CHE-114.986.716,Riehen,BS
ASDOR Holding AG,CHE-116.047.410,Basel,BS
ASEL AG,CHE-115.413.417,Reinach (BL),BL
ASFD AG,CHE-246.052.770,Basel,BS
ASG Immobilien AG,CHE-109.910.802,Grellingen,BL
Ashfield-sellxpert AG,CHE-115.503.463,Birsfelden,BL
Asima Treuhand AG in Liquidation,CHE-106.451.399,Riehen,BS
Asistra AG,CHE-115.958.846,Arlesheim,BL
ASI-Tech AG,CHE-112.482.422,Allschwil,BL
ASL Airlines (Switzerland) AG,CHE-101.459.063,Pratteln,BL
ASL Electronic Handels AG in Liquidation,CHE-235.193.662,Basel,BS
Aspa AG,CHE-106.048.069,Basel,BS
aspero ag,CHE-115.898.753,Basel,BS
Asphalt- & Baumaterial AG,CHE-105.979.976,Basel,BS
ASR Immo AG,CHE-189.665.963,Tenniken,BL
Assanna Holding AG,CHE-456.484.942,Basel,BS
Asseco BERIT AG,CHE-108.679.654,Sissach,BL
Assicon AG,CHE-100.803.962,Pratteln,BL
Assistenz im Alltag AG,CHE-407.360.766,Oberwil (BL),BL
Assivalor AG,CHE-107.734.919,Basel,BS
Asso AG,CHE-100.810.028,Münchenstein,BL
ASS Real Estate AG,CHE-114.803.589,Liestal,BL
A. Stadelmann AG,CHE-107.304.097,Allschwil,BL
ASTIC Handels AG,CHE-112.208.660,Allschwil,BL
ASTOC AG,CHE-313.566.850,Basel,BS
Astra Klimatechnik AG,CHE-105.359.992,Duggingen,BL
Astra Kundenservice AG,CHE-106.832.560,Basel,BS
Asturtrade SA,CHE-102.527.224,Basel,BS
ASUDE AG,CHE-379.332.024,Basel,BS
AS wisler AG,CHE-109.484.024,Liestal,BL
ASZ Holding AG,CHE-351.480.698,Ziefen,BL
ATAG Advokaten AG,CHE-211.848.337,Basel,BS
ATAG Family Office AG,CHE-448.697.996,Basel,BS
ATAG Group AG,CHE-115.045.845,Basel,BS
ATAG Private & Corporate Services AG,CHE-103.071.787,Basel,BS
ATAG Swiss Trustees AG,CHE-102.749.977,Basel,BS
ATALON AG,CHE-184.678.303,Allschwil,BL
Atavis Graf AG,CHE-107.875.661,Allschwil,BL
ATC Advanced Teaching Centre (Basel) AG,CHE-175.323.574,Basel,BS
ATC Vista AG,CHE-418.161.366,Pratteln,BL
A-Team Bodenbeläge AG,CHE-113.268.883,Muttenz,BL
Atech AG,CHE-106.313.113,Aesch (BL),BL
A-Tech & Consulting AG,CHE-101.759.536,Basel,BS
Atelier 111 AG in Liquidation,CHE-439.495.442,Basel,BS
Atelier Alinea AG,CHE-100.880.106,Basel,BS
Atelier Energiezukunft AG,CHE-196.013.748,Münchenstein,BL
Atelier für Natursteine Strauss AG,CHE-105.876.543,Basel,BS
Ateliergemeinschaft AG,CHE-108.119.852,Basel,BS
Atelier Joos AG,CHE-351.264.108,Basel,BS
atelierkorak AG,CHE-108.119.036,Riehen,BS
Atelier Marée SA,CHE-214.265.988,Basel,BS
atelier noir ag,CHE-269.782.721,Basel,BS
Atex Group AG,CHE-316.158.542,Basel,BS
Athanor Holding AG,CHE-320.599.524,Basel,BS
A. Thaqi Bau AG in Liquidation,CHE-248.267.442,Riehen,BS
Athene Investment AG,CHE-115.399.800,Basel,BS
Athlete's Beans SA,CHE-454.811.786,Gelterkinden,BL
Atici Trading AG,CHE-106.772.231,Pratteln,BL
Atina Verwaltung AG,CHE-115.719.827,Pratteln,BL
Atlantic Airfreight Systems Ltd.,CHE-103.871.842,Basel,BS
Atlantic Forwarding AG,CHE-101.507.822,Basel,BS
Atlantic Gate AG,CHE-269.362.069,Basel,BS
Atlantis Informatik AG,CHE-104.725.870,Arisdorf,BL
Atlas Bio AG,CHE-192.351.494,Basel,BS
Atlas Swiss AG,CHE-106.396.323,Muttenz,BL
ATMOS Medical AG,CHE-106.191.459,Reinach (BL),BL
A.T.O Innovation AG,CHE-177.371.118,Basel,BS
AT&P HOLDING AG,CHE-101.108.563,Basel,BS
atp immobilien AG,CHE-207.698.129,Arboldswil,BL
Atramex AG,CHE-105.922.048,Liestal,BL
Atramex Thedra Holding AG,CHE-107.379.161,Liestal,BL
AtriNova Invest AG,CHE-311.290.358,Binningen,BL
Atrium alles fürs Wohnen AG,CHE-107.791.260,Liestal,BL
atside AG,CHE-114.025.099,Reinach (BL),BL
ATS Sicherheitstechnik AG,CHE-115.279.811,Allschwil,BL
ATT Air Truck Transport AG,CHE-101.462.591,Aesch (BL),BL
AT-Technik AG,CHE-107.796.694,Liestal,BL
Attika Immobilien AG,CHE-103.641.905,Basel,BS
Atz Immobilien AG,CHE-102.405.420,Basel,BS
Aubach AG,CHE-220.741.603,Basel,BS
Audint Treuhand- und Revisionsgesellschaft AG in Liq.,CHE-103.048.185,Allschwil,BL
audiobreeze ag,CHE-190.536.485,Basel,BS
Audiocare AG,CHE-106.156.701,Liestal,BL
Aufberg AG,CHE-237.954.283,Seltisberg,BL
Auforum AG,CHE-105.867.923,Münchenstein,BL
Augenarztpraxen Dr. Sens AG,CHE-458.187.113,Basel,BS
Augenarztpraxis Aesch AG,CHE-274.405.052,Aesch (BL),BL
Augenarztpraxis Birstal AG,CHE-180.718.010,Reinach (BL),BL
Augenarztpraxis Fleischlin AG,CHE-310.205.918,Liestal,BL
Augenarztpraxis Therwil AG,CHE-144.715.116,Therwil,BL
Augenzentrum Arlesheim AG,CHE-236.412.424,Arlesheim,BL
Augenzentrum Bahnhof Basel AG,CHE-331.912.996,Basel,BS
Augenzentrum Sissach AG,CHE-152.864.149,Sissach,BL
AUG Immobilien AG,CHE-400.524.860,Muttenz,BL
August Holinger AG,CHE-102.746.766,Liestal,BL
August + Margrith Künzel Landschaftsarchitekten AG,CHE-109.844.298,Binningen,BL
A + U Kaderberatung AG,CHE-106.034.676,Basel,BS
Auktionshaus Galerie Vogler AG,CHE-108.321.081,Basel,BS
A und Z Elektro AG,CHE-287.259.713,Schönenbuch,BL
Aurea Prima Advisory AG,CHE-194.568.165,Basel,BS
Aurelius Real Estate AG,CHE-448.025.710,Allschwil,BL
Aurenum AG,CHE-116.202.679,Basel,BS
Aureus Holding AG,CHE-402.079.463,Liestal,BL
Aurexco AG,CHE-104.979.689,Allschwil,BL
Aurora Lux AG,CHE-239.100.866,Basel,BS
Aurora Schweiz AG,CHE-228.156.302,Basel,BS
Aurora Telemed AG,CHE-378.184.778,Liestal,BL
Aurum Hair Studio AG,CHE-386.339.362,Basel,BS
Aurum Juwelier AG,CHE-108.546.349,Basel,BS
Ausländische Biere AG,CHE-102.312.971,Arlesheim,BL
Autavia AG Therwil,CHE-108.093.709,Therwil,BL
Autobahn-Raststätte Basel-Nord AG,CHE-103.072.404,Basel,BS
Autobus AG Liestal,CHE-102.638.220,Liestal,BL
Autobus AG Liestal Dienstleistungen,CHE-112.386.511,Liestal,BL
Autobus AG Liestal Öffentlicher Verkehr,CHE-112.386.534,Liestal,BL
Autobuster AG,CHE-327.128.456,Liestal,BL
Autoeinstellhalle Giornicostrasse AG in Liquidation,CHE-102.721.542,Basel,BS
Autogesellschaft Sissach-Eptingen AG,CHE-107.793.425,Eptingen,BL
Auto-Glaser AG,CHE-103.862.228,Muttenz,BL
Auto Götte AG,CHE-103.876.779,Reinach (BL),BL
"Autohaus Wederich, Donà AG",CHE-115.756.975,Zwingen,BL
Autohilfe Nordwestschweiz AG,CHE-267.935.103,Zwingen,BL
Auto-Interleasing AG,CHE-105.857.534,Muttenz,BL
Auto Kurve AG,CHE-114.450.947,Bubendorf,BL
Autolus Switzerland AG,CHE-442.373.704,Basel,BS
Auto Margarethen AG,CHE-107.941.157,Basel,BS
Automotive Management AG,CHE-188.474.633,Basel,BS
Auto MPark AG Reinach,CHE-262.763.668,Reinach (BL),BL
Auto Recher AG,CHE-106.490.502,Bubendorf,BL
AUTO-Skender AG,CHE-375.583.946,Röschenz,BL
Auto Stöcklin AG,CHE-203.875.007,Zwingen,BL
Auto Supermarkt24 AG,CHE-418.144.988,Muttenz,BL
Auto Technik Swiss AG,CHE-114.516.523,Zwingen,BL
AutoVision Schweiz AG,CHE-266.241.067,Sissach,BL
Autowelten CH AG,CHE-407.065.847,Pratteln,BL
Auvoba AG,CHE-427.892.262,Reinach (BL),BL
Auxenion Research AG,CHE-235.972.034,Allschwil,BL
AUXILIA Art Advisory Services AG in Liquidation,CHE-132.936.998,Basel,BS
AVA Biochem BSL AG in Liquidation,CHE-489.344.584,Muttenz,BL
Avacone AG,CHE-352.849.458,Sissach,BL
AVAG Anlage und Verwaltungs AG,CHE-102.779.547,Basel,BS
AvalisNT AG Network Technologies,CHE-109.388.745,Basel,BS
Avalon Europe AG,CHE-347.489.590,Basel,BS
AVALON PROPERTY AG,CHE-494.061.330,Oberwil (BL),BL
AVANTECA Partners AG,CHE-251.483.265,Basel,BS
AvantGarten AG,CHE-340.556.765,Riehen,BS
Avanti Europe AG,CHE-161.070.668,Ormalingen,BL
avarp ag,CHE-175.462.603,Dittingen,BL
AVB Autovermietung beider Basel AG,CHE-103.729.807,Reinach (BL),BL
Avedon AG,CHE-103.518.564,Reinach (BL),BL
Avellis Synco Leather (Swiss) AG,CHE-107.953.261,Ormalingen,BL
AVEM AG,CHE-226.328.733,Liestal,BL
avenaris AG,CHE-105.286.169,Basel,BS
avenaris Immobilien AG,CHE-114.369.328,Basel,BS
AVENTRIS AG,CHE-212.515.097,Sissach,BL
aventron AG,CHE-112.628.708,Münchenstein,BL
aventron Holding AG,CHE-416.171.709,Münchenstein,BL
aventron solar AG,CHE-182.121.538,Münchenstein,BL
AVEPA AG,CHE-162.858.742,Oberwil (BL),BL
Averis Treuhand AG,CHE-395.438.402,Basel,BS
Avesti Real Estate AG,CHE-113.587.704,Allschwil,BL
Avestum AG,CHE-104.771.663,Basel,BS
Avestum Treuhand AG,CHE-103.190.564,Basel,BS
Avia AG,CHE-101.465.744,Muttenz,BL
AVIDORA AG,CHE-316.540.947,Allschwil,BL
Avient Colorants Switzerland AG,CHE-480.567.505,Birsfelden,BL
AVISO Treuhand AG,CHE-108.112.867,Basel,BS
Avisum Real Estate AG,CHE-292.514.733,Basel,BS
aviva ag,CHE-106.828.601,Münchenstein,BL
aviver ag,CHE-112.694.208,Eptingen,BL
Avlana AG,CHE-280.788.229,Muttenz,BL
Avolo AG,CHE-402.374.643,Liestal,BL
Avolta AG,CHE-110.286.241,Basel,BS
Avolta Participations AG,CHE-102.313.255,Basel,BS
Avona Holding AG,CHE-109.450.829,Basel,BS
AVS Technology AG,CHE-115.846.621,Basel,BS
avvera Coaching AG,CHE-341.154.292,Basel,BS
AW Finanz AG,CHE-262.014.561,Oberwil (BL),BL
A. Willi AG,CHE-110.058.119,Basel,BS
Awilli Group AG,CHE-493.896.645,Basel,BS
Awinci AG,CHE-112.143.670,Basel,BS
AWS Autowasch Service AG,CHE-311.382.687,Oberwil (BL),BL
AWV Abwasserwärmeverbund Sissach AG,CHE-103.823.659,Sissach,BL
Axavis AG,CHE-106.703.690,Waldenburg,BL
Axians IT Services AG,CHE-100.144.361,Arlesheim,BL
AXICOS AG,CHE-113.540.341,Basel,BS
